frame,wrist_x,wrist_y,wrist_z,index_mcp_x,index_mcp_y,index_mcp_z,middle_mcp_x,middle_mcp_y,middle_mcp_z,pinky_mcp_x,pinky_mcp_y,pinky_mcp_z
6.000000000000000000e+01,5.897728204727172852e-01,1.198045909404754639e-01,3.195470696937263710e-07,5.129840373992919922e-01,2.068426907062530518e-01,-2.483521588146686554e-02,5.101259946823120117e-01,2.038988769054412842e-01,-7.886329665780067444e-03,5.186201333999633789e-01,2.021979838609695435e-01,1.622413657605648041e-02
6.100000000000000000e+01,5.915994644165039062e-01,1.158724576234817505e-01,3.433552251408400480e-07,5.058901906013488770e-01,2.083987444639205933e-01,-1.383052673190832138e-02,5.061986446380615234e-01,2.034553587436676025e-01,6.652610842138528824e-03,5.209804773330688477e-01,1.968702673912048340e-01,3.698037937283515930e-02
6.200000000000000000e+01,5.891714096069335938e-01,1.191035658121109009e-01,3.653335056696960237e-07,4.989575147628784180e-01,2.112452685832977295e-01,-1.788691245019435883e-02,4.997780025005340576e-01,2.076533585786819458e-01,5.655711982399225235e-03,5.159701108932495117e-01,2.051395475864410400e-01,4.242720827460289001e-02
6.300000000000000000e+01,5.909779667854309082e-01,1.200342476367950439e-01,2.771697893422242487e-07,4.990322887897491455e-01,2.123898118734359741e-01,-2.084848098456859589e-02,4.999882578849792480e-01,2.094742655754089355e-01,1.791610615327954292e-03,5.171821117401123047e-01,2.050610035657882690e-01,3.794281557202339172e-02
6.400000000000000000e+01,5.921911001205444336e-01,1.181303411722183228e-01,2.705621113818779122e-07,4.995537400245666504e-01,2.116300910711288452e-01,-1.784509234130382538e-02,5.007220506668090820e-01,2.072337716817855835e-01,4.650626797229051590e-03,5.180232524871826172e-01,2.009914070367813110e-01,4.041898995637893677e-02
6.500000000000000000e+01,5.897116661071777344e-01,1.192789375782012939e-01,2.783669401651422959e-07,4.982338547706604004e-01,2.134213298559188843e-01,-2.166149020195007324e-02,4.989402294158935547e-01,2.096855789422988892e-01,1.730593037791550159e-03,5.156584382057189941e-01,2.044379264116287231e-01,3.986905887722969055e-02
6.600000000000000000e+01,5.925223827362060547e-01,1.168181151151657104e-01,2.531623408685845789e-07,5.000348687171936035e-01,2.118766158819198608e-01,-1.867628283798694611e-02,5.022873878479003906e-01,2.087842971086502075e-01,4.154157359153032303e-03,5.202440023422241211e-01,2.034333348274230957e-01,4.089507088065147400e-02
6.700000000000000000e+01,5.933450460433959961e-01,1.151912659406661987e-01,2.904256461988552473e-07,5.003494620323181152e-01,2.101950794458389282e-01,-1.553811412304639816e-02,5.012309551239013672e-01,2.028848826885223389e-01,5.541435908526182175e-03,5.172053575515747070e-01,1.963540017604827881e-01,3.830204159021377563e-02
6.800000000000000000e+01,5.911644697189331055e-01,1.185191124677658081e-01,2.827273988259548787e-07,4.992097914218902588e-01,2.130248397588729858e-01,-1.996147446334362030e-02,5.003060102462768555e-01,2.055160850286483765e-01,2.136538969352841377e-03,5.177973508834838867e-01,1.980908215045928955e-01,3.794107586145401001e-02
6.900000000000000000e+01,5.938173532485961914e-01,1.166175603866577148e-01,2.170841781889976119e-07,4.998197555541992188e-01,2.099458873271942139e-01,-2.196751348674297333e-02,5.014078021049499512e-01,2.057893127202987671e-01,6.586562958545982838e-04,5.202243924140930176e-01,1.992177367210388184e-01,3.775824233889579773e-02
7.000000000000000000e+01,5.939749479293823242e-01,1.146145910024642944e-01,2.540884906920837238e-07,5.001947283744812012e-01,2.099585533142089844e-01,-1.565323770046234131e-02,5.015250444412231445e-01,2.027354091405868530e-01,5.858168937265872955e-03,5.192716121673583984e-01,1.943753361701965332e-01,3.976782038807868958e-02
7.100000000000000000e+01,5.921375155448913574e-01,1.154694110155105591e-01,2.931236338099552086e-07,4.986512362957000732e-01,2.112082093954086304e-01,-1.591921970248222351e-02,4.999717175960540771e-01,2.021481841802597046e-01,5.988591350615024567e-03,5.181500911712646484e-01,1.939398348331451416e-01,4.059467837214469910e-02
7.200000000000000000e+01,5.921545624732971191e-01,1.171377003192901611e-01,2.610436240502167493e-07,4.994412064552307129e-01,2.140189856290817261e-01,-1.908029802143573761e-02,5.010505914688110352e-01,2.083039432764053345e-01,2.266233554109930992e-03,5.194967985153198242e-01,1.994783729314804077e-01,3.633246570825576782e-02
7.300000000000000000e+01,5.940427184104919434e-01,1.117144823074340820e-01,3.041780871626542648e-07,5.005605220794677734e-01,2.091996222734451294e-01,-1.392032671719789505e-02,5.014365315437316895e-01,2.009542137384414673e-01,8.234821259975433350e-03,5.186199545860290527e-01,1.937947273254394531e-01,4.253333061933517456e-02
7.400000000000000000e+01,5.909172296524047852e-01,1.151109784841537476e-01,3.035927989003539551e-07,4.994908869266510010e-01,2.129180431365966797e-01,-1.913495548069477081e-02,4.992575347423553467e-01,2.033560723066329956e-01,1.854599919170141220e-03,5.152208209037780762e-01,1.965141445398330688e-01,3.488188236951828003e-02
7.500000000000000000e+01,5.927197933197021484e-01,1.154571175575256348e-01,2.606714133435161784e-07,5.010154247283935547e-01,2.135641425848007202e-01,-2.417134679853916168e-02,5.004648566246032715e-01,2.075667977333068848e-01,-2.855508355423808098e-03,5.176253318786621094e-01,1.998647600412368774e-01,3.118987567722797394e-02
7.600000000000000000e+01,5.941628217697143555e-01,1.122018396854400635e-01,2.827677008099271916e-07,5.018870830535888672e-01,2.100416868925094604e-01,-1.665915735065937042e-02,5.009731054306030273e-01,2.005537003278732300e-01,4.129601642489433289e-03,5.169727802276611328e-01,1.930529922246932983e-01,3.615996986627578735e-02
7.700000000000000000e+01,5.921143889427185059e-01,1.117972284555435181e-01,2.680267243704292923e-07,5.024928450584411621e-01,2.115165889263153076e-01,-2.270426228642463684e-02,4.992351233959197998e-01,1.999572813510894775e-01,-3.092913888394832611e-03,5.136977434158325195e-01,1.935909092426300049e-01,2.751680277287960052e-02
7.800000000000000000e+01,5.927428603172302246e-01,1.114630699157714844e-01,2.974189214910438750e-07,5.022552013397216797e-01,2.119934856891632080e-01,-1.908411644399166107e-02,4.999166131019592285e-01,2.000475525856018066e-01,1.345942961052060127e-03,5.153213739395141602e-01,1.911484152078628540e-01,3.320194780826568604e-02
7.900000000000000000e+01,5.926897525787353516e-01,1.122651398181915283e-01,3.012336833307927009e-07,5.029315948486328125e-01,2.126313596963882446e-01,-1.896003447473049164e-02,5.002687573432922363e-01,2.010059505701065063e-01,8.729581604711711407e-04,5.146483182907104492e-01,1.933036148548126221e-01,3.131454065442085266e-02
8.000000000000000000e+01,5.924274325370788574e-01,1.134228706359863281e-01,3.025646151399996597e-07,5.027220845222473145e-01,2.136715948581695557e-01,-1.687713153660297394e-02,5.004849433898925781e-01,2.022695541381835938e-01,2.307614544406533241e-03,5.145074129104614258e-01,1.939882338047027588e-01,3.146030008792877197e-02
8.100000000000000000e+01,5.937780737876892090e-01,1.118927448987960815e-01,3.315213632504310226e-07,5.022307634353637695e-01,2.135129570960998535e-01,-1.352546457201242447e-02,5.012272000312805176e-01,2.005019783973693848e-01,6.700408179312944412e-03,5.175091624259948730e-01,1.893351972103118896e-01,3.738231211900711060e-02
8.200000000000000000e+01,5.918351411819458008e-01,1.140567064285278320e-01,2.980724502776865847e-07,5.019423365592956543e-01,2.143394052982330322e-01,-1.840321160852909088e-02,4.998444318771362305e-01,2.032029628753662109e-01,1.146657392382621765e-03,5.143374800682067871e-01,1.956009268760681152e-01,3.120544366538524628e-02
8.300000000000000000e+01,5.954084396362304688e-01,1.124079674482345581e-01,3.188395396591658937e-07,5.041366219520568848e-01,2.128396779298782349e-01,-1.483930367976427078e-02,5.034189820289611816e-01,2.022984176874160767e-01,5.319998599588871002e-03,5.193614363670349121e-01,1.934288740158081055e-01,3.569328784942626953e-02
8.400000000000000000e+01,5.927967429161071777e-01,1.157635301351547241e-01,3.041360514544066973e-07,5.021584630012512207e-01,2.141449749469757080e-01,-1.660613529384136200e-02,5.010380148887634277e-01,2.052468061447143555e-01,3.450821852311491966e-03,5.161153078079223633e-01,1.992895156145095825e-01,3.425227850675582886e-02
8.500000000000000000e+01,5.965899825096130371e-01,1.147274374961853027e-01,2.989764880112488754e-07,5.051161050796508789e-01,2.122158855199813843e-01,-1.659637130796909332e-02,5.056264400482177734e-01,2.052565664052963257e-01,3.738660598173737526e-03,5.222436785697937012e-01,1.967087686061859131e-01,3.481906279921531677e-02
8.600000000000000000e+01,5.958920717239379883e-01,1.212041079998016357e-01,3.029180106750573032e-07,5.056714415550231934e-01,2.136949300765991211e-01,-1.769901625812053680e-02,5.055214166641235352e-01,2.090562433004379272e-01,7.695325766690075397e-04,5.195593237876892090e-01,2.057362049818038940e-01,2.790451981127262115e-02
8.700000000000000000e+01,6.000069379806518555e-01,1.196975558996200562e-01,3.372038008819799870e-07,5.078858733177185059e-01,2.117109298706054688e-01,-9.710183367133140564e-03,5.090428590774536133e-01,2.058508694171905518e-01,9.449553675949573517e-03,5.251259207725524902e-01,1.997173577547073364e-01,3.639881312847137451e-02
8.800000000000000000e+01,5.957641601562500000e-01,1.326559036970138550e-01,3.469304488135094289e-07,5.034275650978088379e-01,2.181169092655181885e-01,-1.862037926912307739e-02,5.038772225379943848e-01,2.144815176725387573e-01,1.321567688137292862e-03,5.158038735389709473e-01,2.118289172649383545e-01,3.040589019656181335e-02
8.900000000000000000e+01,6.022351980209350586e-01,1.377354264259338379e-01,2.933967095941625303e-07,5.112814307212829590e-01,2.173500210046768188e-01,-1.815822347998619080e-02,5.132061243057250977e-01,2.205500304698944092e-01,-7.526432746089994907e-04,5.262144804000854492e-01,2.244562208652496338e-01,2.268241159617900848e-02
9.000000000000000000e+01,6.045926809310913086e-01,1.531220227479934692e-01,2.969812840092345141e-07,5.138533115386962891e-01,2.182740867137908936e-01,-1.682905480265617371e-02,5.162504911422729492e-01,2.232607603073120117e-01,2.259195782244205475e-03,5.273913145065307617e-01,2.329476773738861084e-01,2.819296717643737793e-02
9.100000000000000000e+01,6.041063070297241211e-01,1.718671023845672607e-01,1.497152766205545049e-07,5.159149765968322754e-01,2.304013073444366455e-01,-3.553286567330360413e-02,5.163136720657348633e-01,2.486727386713027954e-01,-1.599528640508651733e-02,5.311092138290405273e-01,2.688425779342651367e-01,1.294422894716262817e-02
9.200000000000000000e+01,5.991801619529724121e-01,1.847431659698486328e-01,2.114374666462026653e-07,5.063403248786926270e-01,2.326856553554534912e-01,-4.269909113645553589e-02,5.056624412536621094e-01,2.537461221218109131e-01,-2.311796881258487701e-02,5.233613848686218262e-01,2.823287546634674072e-01,4.054745659232139587e-03
9.300000000000000000e+01,6.037093997001647949e-01,1.936517506837844849e-01,1.743600961390256998e-07,4.994138181209564209e-01,2.385163307189941406e-01,-4.531691968441009521e-02,4.994621276855468750e-01,2.683618962764739990e-01,-2.029559761285781860e-02,5.217003822326660156e-01,3.052717447280883789e-01,1.504327263683080673e-02
9.400000000000000000e+01,6.166065931320190430e-01,2.118131220340728760e-01,1.559779576609798823e-07,5.005084276199340820e-01,2.299561649560928345e-01,-3.218852728605270386e-02,5.022295117378234863e-01,2.680200338363647461e-01,-1.284135133028030396e-02,5.305385589599609375e-01,3.170680999755859375e-01,1.078451890498399734e-02
9.500000000000000000e+01,6.218832135200500488e-01,2.315862178802490234e-01,4.792791941099494579e-08,5.030336380004882812e-01,2.269188761711120605e-01,-2.370074205100536346e-02,5.023466944694519043e-01,2.670290470123291016e-01,-1.146210916340351105e-02,5.282620191574096680e-01,3.233416676521301270e-01,-4.204904835205525160e-04
9.600000000000000000e+01,6.258544921875000000e-01,2.380816787481307983e-01,8.799600159647980036e-09,5.044386386871337891e-01,2.239449322223663330e-01,-1.992940343916416168e-02,5.042918324470520020e-01,2.637344300746917725e-01,-8.600306697189807892e-03,5.293439626693725586e-01,3.150380253791809082e-01,1.150811556726694107e-03
9.700000000000000000e+01,6.228405237197875977e-01,2.557190060615539551e-01,-2.355967865241836989e-08,5.079286098480224609e-01,2.171772122383117676e-01,-1.453354675322771072e-02,5.028982162475585938e-01,2.604545056819915771e-01,-9.172971360385417938e-03,5.236397385597229004e-01,3.231545686721801758e-01,-9.595806710422039032e-03
9.800000000000000000e+01,6.273916959762573242e-01,2.669944763183593750e-01,-2.799504272843478248e-08,5.085340142250061035e-01,2.145021706819534302e-01,-1.155178807675838470e-02,5.038314461708068848e-01,2.615227103233337402e-01,-5.662607494741678238e-03,5.231156349182128906e-01,3.321299552917480469e-01,-5.533691961318254471e-03
9.900000000000000000e+01,6.276159286499023438e-01,2.780891656875610352e-01,-6.776814132081199205e-08,5.087481141090393066e-01,2.115306854248046875e-01,-1.745240762829780579e-02,5.065475106239318848e-01,2.595337033271789551e-01,-8.719860576093196869e-03,5.237758159637451172e-01,3.307201862335205078e-01,-3.649670397862792015e-03
1.000000000000000000e+02,6.303619742393493652e-01,2.890750765800476074e-01,-4.129750408310428611e-08,5.098242759704589844e-01,2.147584855556488037e-01,-1.623584516346454620e-02,5.078520178794860840e-01,2.641282081604003906e-01,-5.502907559275627136e-03,5.253782868385314941e-01,3.354510068893432617e-01,3.094315761700272560e-03
1.010000000000000000e+02,6.309852004051208496e-01,3.035646677017211914e-01,-3.296307582445479056e-08,5.097119808197021484e-01,2.162535488605499268e-01,-1.663591898977756500e-02,5.060413479804992676e-01,2.671665549278259277e-01,-5.565057508647441864e-03,5.193288326263427734e-01,3.448230326175689697e-01,2.664017491042613983e-03
1.020000000000000000e+02,6.315042972564697266e-01,3.138624131679534912e-01,-4.686253518570993037e-08,5.092365741729736328e-01,2.270241230726242065e-01,-1.138900127261877060e-02,5.054358839988708496e-01,2.777395844459533691e-01,-3.043518401682376862e-03,5.202705860137939453e-01,3.569031357765197754e-01,7.871544803492724895e-04
1.030000000000000000e+02,6.312164068222045898e-01,3.238171041011810303e-01,-1.821562634063411679e-08,5.103072524070739746e-01,2.371966391801834106e-01,-1.304087787866592407e-02,5.061599612236022949e-01,2.875003814697265625e-01,-4.425117280334234238e-03,5.212256908416748047e-01,3.653115928173065186e-01,-2.458969247527420521e-04
1.040000000000000000e+02,6.308722496032714844e-01,3.369624912738800049e-01,-3.194775999304511060e-08,5.109381079673767090e-01,2.464276552200317383e-01,-1.131864730268716812e-02,5.062429308891296387e-01,2.971931695938110352e-01,-4.135109484195709229e-03,5.212172269821166992e-01,3.749217391014099121e-01,-2.423828002065420151e-03
1.050000000000000000e+02,6.301397681236267090e-01,3.492062091827392578e-01,-3.340553789143996255e-08,5.099714994430541992e-01,2.547922134399414062e-01,-8.910045027732849121e-03,5.051273703575134277e-01,3.059518039226531982e-01,-2.272051759064197540e-03,5.202708840370178223e-01,3.840351104736328125e-01,-1.525354688055813313e-03
1.060000000000000000e+02,6.296706795692443848e-01,3.592838048934936523e-01,-4.058326652511823340e-08,5.095457434654235840e-01,2.661029100418090820e-01,-9.404248557984828949e-03,5.051337480545043945e-01,3.174784779548645020e-01,-3.215813310816884041e-03,5.204710364341735840e-01,3.977251648902893066e-01,-3.159040119498968124e-03
1.070000000000000000e+02,6.286663413047790527e-01,3.694629073143005371e-01,-3.693754280220673536e-08,5.080547928810119629e-01,2.773917317390441895e-01,-9.337142109870910645e-03,5.030399560928344727e-01,3.283388614654541016e-01,-2.781591610983014107e-03,5.177617669105529785e-01,4.075582921504974365e-01,-1.984059112146496773e-03
1.080000000000000000e+02,6.287266612052917480e-01,3.786306381225585938e-01,-4.831712629993489827e-08,5.084498524665832520e-01,2.849579155445098877e-01,-1.066121179610490799e-02,5.037409663200378418e-01,3.371154069900512695e-01,-3.874250454828143120e-03,5.170565843582153320e-01,4.187547564506530762e-01,-2.799403388053178787e-03
1.090000000000000000e+02,6.286836266517639160e-01,3.888222575187683105e-01,-4.577903922609039000e-08,5.090134739875793457e-01,2.939550280570983887e-01,-8.519507944583892822e-03,5.038067698478698730e-01,3.462926149368286133e-01,-2.632890595123171806e-03,5.167207121849060059e-01,4.285395145416259766e-01,-3.419968066737055779e-03
1.100000000000000000e+02,6.293132901191711426e-01,3.944519758224487305e-01,-3.595819819679491047e-08,5.096571445465087891e-01,3.029989600181579590e-01,-1.077441871166229248e-02,5.045209527015686035e-01,3.530008196830749512e-01,-4.263598471879959106e-03,5.187178850173950195e-01,4.327257573604583740e-01,-3.678002394735813141e-03
1.110000000000000000e+02,6.284709572792053223e-01,4.017246961593627930e-01,-3.270112358677579323e-08,5.093205571174621582e-01,3.106228113174438477e-01,-1.311937626451253891e-02,5.044117569923400879e-01,3.624059557914733887e-01,-5.366466473788022995e-03,5.164692997932434082e-01,4.432579278945922852e-01,-2.852710196748375893e-03
1.120000000000000000e+02,6.278808712959289551e-01,4.115724861621856689e-01,-2.632881468400682934e-08,5.097687840461730957e-01,3.200526535511016846e-01,-1.347043830901384354e-02,5.041472911834716797e-01,3.716605603694915771e-01,-6.287914700806140900e-03,5.154852867126464844e-01,4.530270695686340332e-01,-4.721546079963445663e-03
1.130000000000000000e+02,6.274558305740356445e-01,4.158903062343597412e-01,-3.238567813923509675e-08,5.068106651306152344e-01,3.253931403160095215e-01,-1.215123664587736130e-02,5.026074647903442383e-01,3.760052323341369629e-01,-3.253575880080461502e-03,5.151068568229675293e-01,4.560262858867645264e-01,1.154413330368697643e-03
1.140000000000000000e+02,6.268353462219238281e-01,4.173484146595001221e-01,-3.447492247232730733e-08,5.049178004264831543e-01,3.248565495014190674e-01,-1.142989005893468857e-02,5.017653703689575195e-01,3.750481903553009033e-01,-1.964562805369496346e-03,5.150992274284362793e-01,4.545034468173980713e-01,3.501779399812221527e-03
1.150000000000000000e+02,6.279008984565734863e-01,4.179932773113250732e-01,-4.217380578097618127e-08,5.065391063690185547e-01,3.263621330261230469e-01,-8.991088718175888062e-03,5.027340054512023926e-01,3.775162994861602783e-01,-1.122984453104436398e-03,5.162752270698547363e-01,4.571577608585357666e-01,1.770513714291155338e-03
1.160000000000000000e+02,6.263558864593505859e-01,4.172974228858947754e-01,-3.132749526457700995e-08,5.046620368957519531e-01,3.260359764099121094e-01,-1.096154283732175827e-02,5.006099343299865723e-01,3.747466206550598145e-01,-2.398079494014382362e-03,5.142308473587036133e-01,4.535439312458038330e-01,1.677264459431171417e-03
1.170000000000000000e+02,6.267091035842895508e-01,4.172657132148742676e-01,-3.825155303616156743e-08,5.054416656494140625e-01,3.267928361892700195e-01,-9.541885927319526672e-03,5.014961957931518555e-01,3.775016665458679199e-01,-1.589960651472210884e-03,5.153378844261169434e-01,4.557835757732391357e-01,1.591765438206493855e-03
1.180000000000000000e+02,6.263037919998168945e-01,4.166133105754852295e-01,-3.578760754407994682e-08,5.039400458335876465e-01,3.256931900978088379e-01,-9.659063071012496948e-03,5.001300573348999023e-01,3.755597770214080811e-01,-1.214723917655646801e-03,5.147140622138977051e-01,4.529904723167419434e-01,2.760699251666665077e-03
1.190000000000000000e+02,6.262162923812866211e-01,4.169801175594329834e-01,-4.338637893397390144e-08,5.045216679573059082e-01,3.267886042594909668e-01,-9.668555110692977905e-03,5.012139081954956055e-01,3.773995041847229004e-01,-1.988133182749152184e-03,5.155776143074035645e-01,4.560163319110870361e-01,6.880403379909694195e-04
1.200000000000000000e+02,6.261552572250366211e-01,4.164737761020660400e-01,-3.553930838506857981e-08,5.036083459854125977e-01,3.263676762580871582e-01,-1.017128676176071167e-02,5.002320408821105957e-01,3.768058717250823975e-01,-1.993395388126373291e-03,5.157862901687622070e-01,4.559027850627899170e-01,1.518545090220868587e-03
